Id,Reservation Date,Franchisee Name ,Status,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Zipcode,Community Board,Council District
14493,01/11/2017,Crown Castle NG,Approved,UTILITY,Staten_Island,917830,125363,40.51051890000,-74.23886200000,B,Sanford St,Dead End,Sprague Ave,,,,,,10307,503,51
14414,11/22/2016,Mobilitie I,Installed,UTILITY,Staten_Island,916043,122999,40.50401660000,-74.24526460000,B,Hylan blvd,Main st,Swinnerton St,,,,,,10307,503,51
14291,10/28/2016,Mobilitie I,Installed,UTILITY,Staten_Island,917816,123155,40.50445820000,-74.23889070000,B,Sunset Lane,Seacrest Lane,Sunset Lane,,,,,,10307,503,51
5595,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,914986,122722,40.50324810000,-74.24906260000,B,Hylan Blvd,Finlay St,Connecticut St,,,,,,10307,503,51
5589,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,918833,122145,40.50169350000,-74.23522390000,B,Robinson Beach,Joline Ln,dead end,,,,,,10307,503,51
5583,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,916049,123999,40.50676140000,-74.24525310000,B,Pittsville Ave,Chelsea St,Maine St,,,,,,10307,503,51
5579,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,917228,122702,40.50321040000,-74.24100060000,B,Yetman Ave,Clermont Ave,Hylan Blvd,,,,,,10307,503,51
5571,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,917579,125292,40.51032210000,-74.23976390000,B,Sanford St,Sprague Ave,dead end,,,,,,10307,503,51
5568,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,914159,124177,40.50723530000,-74.25205140000,B,Craig Ave,Amboy Rd,Summit Rd,,,,,,10307,503,51
5567,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,915277,124731,40.50876470000,-74.24803670000,B,Amboy Rd,Butler Ave,Swinnerton St,,,,,,10307,503,51
5541,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,918044,127163,40.51546110000,-74.23811000000,B,Hecker St,Lenhart St,Craig Ave,,,,,,10307,503,51
5525,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,915251,126361,40.51323850000,-74.24814680000,B,Arthur Kill Rd,Johnson Ave,Girard St,,,,,,10307,503,51
5520,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,917662,123966,40.50668310000,-74.23945240000,B,George St,Fayanne Ln,Sprague Ave,,,,,,10307,503,51
5519,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,920116,124828,40.50906720000,-74.23063590000,B,Page Ave,Bartow Ave,Camden Ave,,,,,,10307,503,51
5510,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,918983,124654,40.50858140000,-74.23470870000,B,Kathleen Ct,Sylvan Ct,Joline Ave,,,,,,10307,503,51
5456,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,916615,126240,40.51291690000,-74.24324010000,B,Craig Ave,Wood Ave,Fisher Ave,,,,,,10307,503,51
23756,04/23/2020,ZenFi,Proposed,UTILITY,Staten_Island,944353,140644,40.55262120000,-74.14356930000,B,Amboy Rd,Fieldway Ave,Keegans Ln,,,,,,10308,503,51
22999,01/02/2020,ZenFi,Installed,UTILITY,Staten_Island,944675,138664,40.54718790000,-74.14239900000,B,Great Kills Rd,Cottage Av,Ocean Rd,,,,,,10308,503,51
22877,11/25/2019,Crown Castle Fiber,Proposed,UTILITY,Staten_Island,941465,138130,40.54570730000,-74.15394580000,B,Acacia Ave,Oakdale St,Sycamore St,,,,,,10308,503,51
22876,11/25/2019,Crown Castle Fiber,Proposed,UTILITY,Staten_Island,942457,137517,40.54402950000,-74.15037270000,B,Hilltop Pl,Lindenwood Rd,Eleanor Ln,,,,,,10308,503,51
22853,11/21/2019,ZenFi,Installed,UTILITY,Staten_Island,940498,141723,40.55556470000,-74.15744850000,B,Brookfield Ave,Leverett Ave,Genesee Ave,,,,,,10308,503,51
22805,11/08/2019,ZenFi,Installed,UTILITY,Staten_Island,940430,138605,40.54700600000,-74.15767300000,B,Old Amboy Rd,Amboy Rd,Armstrong Ave,,,,South Shore BID,,10308,503,51
22577,10/08/2019,Crown Castle NG,Approved,UTILITY,Staten_Island,939627,141221,40.55418240000,-74.16057960000,B,Armstrong Ave,Middle Loop Rd,Genesee Ave,,,,,,10308,503,51
22465,09/04/2019,ZenFi,Approved,CITY,Staten_Island,938691,141928,40.55611820000,-74.16395260000,B,Cortelyou Av,Leverett Av,Barlow Av,,,,,,10308,503,51
22463,09/04/2019,ZenFi,Approved,CITY,Staten_Island,939031,141430,40.55475310000,-74.16272570000,B,Middle Loop Road,Armstrong Av,N/A,,,,,,10308,503,51
22459,09/04/2019,ZenFi,Approved,CITY,Staten_Island,939755,140696,40.55274200000,-74.16011550000,B,Armstrong Av,E Augusta Av,E Figurea Av,,,,,,10308,503,51
22451,09/04/2019,ZenFi,Proposed,CITY,Staten_Island,941442,138576,40.54693140000,-74.15403140000,B,Holly Ave,Oakdale St,Beth Pl,,,,,,10308,503,51
22445,09/04/2019,ZenFi,Proposed,CITY,Staten_Island,943241,144645,40.56359810000,-74.14759510000,B,Tanglewood Dr,Country Woods Ln,Nutwood Ct,,,,,,10308,503,51
22444,09/04/2019,ZenFi,Proposed,CITY,Staten_Island,944239,143283,40.55986420000,-74.14399510000,B,Cherrywood Ct,Sandalwood Dr,(Dead End),,,,,,10308,503,51
20897,02/26/2019,Crown Castle NG,Proposed,UTILITY,Staten_Island,941407,142291,40.55712810000,-74.15418090000,B,Leverett Ave,Stieg Ave,Elverton Ave,,,,,,10308,503,51
20896,02/26/2019,Crown Castle NG,Proposed,UTILITY,Staten_Island,940939,143870,40.56145990000,-74.15587520000,B,Pemberton Ave,Gurley Ave,Dead End,,,,,,10308,503,51
20709,01/03/2019,ZenFi,Installed,UTILITY,Staten_Island,945289,140604,40.55251560000,-74.14020090000,B,O'Gorman Av,Cranford St,Keegans Ln,,,,,,10308,503,51
20673,12/20/2018,ZenFi,Installed,UTILITY,Staten_Island,941039,137802,40.54480490000,-74.15547660000,B,Cloverdale Av,Oakdale St,Sycamore St,,,,,,10308,503,51
20671,12/20/2018,ZenFi,Proposed,UTILITY,Staten_Island,941822,145344,40.56551000000,-74.15270660000,B,Troy St,Daleham St,Arthur Kill Rd,,,,,,10308,503,51
20670,12/20/2018,ZenFi,Installed,UTILITY,Staten_Island,941393,144447,40.56304590000,-74.15424490000,B,Elkhart St,Miles Av,Giffords Ln,,,,,,10308,503,51
20600,12/07/2018,ZenFi,Installed,UTILITY,Staten_Island,941820,137656,40.54440800000,-74.15266550000,B,Acacia Av,Sycamore St,Eleanor Ln,,,,,,10308,503,51
20587,12/07/2018,ZenFi,Installed,UTILITY,Staten_Island,942142,144925,40.56436150000,-74.15155220000,B,Ekhart Av,Corbin Av,Greaves Av,,,,,PS 37 984-9800,10308,503,51
20583,12/06/2018,ZenFi,Approved,UTILITY,Staten_Island,944639,140015,40.55089600000,-74.14253650000,B,O Gorman Av,Fieldway Ave,Keegans Ln,,,,,,10308,503,51
20582,12/06/2018,ZenFi,Approved,UTILITY,Staten_Island,944021,139007,40.54812640000,-74.14475430000,B,Rustic Pl,Hillside Terrace,Midland Rd,,,,,,10308,503,51
20581,12/06/2018,ZenFi,Installed,UTILITY,Staten_Island,945326,139172,40.54858520000,-74.14005950000,B,Greencroft Av,Feildway Av,Keegans Ln,,,,,,10308,503,51
19717,08/02/2018,Crown Castle NG,Approved,UTILITY,Staten_Island,942217,145257,40.56527310000,-74.15128430000,B,Corbin Ave,Daleham St,Elkhart St,,,,,,10308,503,51
19701,08/02/2018,Crown Castle NG,Proposed,UTILITY,Staten_Island,939722,141086,40.55381240000,-74.16023680000,B,Armstrong Ave.,Genesee Ave.,E. Scranton Ave.,,,,,,10308,503,51
19699,08/02/2018,Crown Castle NG,Proposed,UTILITY,Staten_Island,943786,140378,40.55188850000,-74.14560810000,B,Greaves Ave.,Oak Ct.,Amboy Rd.,,,,,,10308,503,51
19696,08/02/2018,Crown Castle NG,Proposed,UTILITY,Staten_Island,942085,139847,40.55042310000,-74.15172570000,B,Giffords Glen,Nolan Ave,Nelson Ave,,,,South Shore BID,,10308,503,51
19686,08/02/2018,Crown Castle NG,Approved,UTILITY,Staten_Island,940169,138355,40.54631850000,-74.15861050000,B,Amboy Rd,Armstrong Rd,Old Amboy rd,,,,South Shore BID,,10308,503,51
19674,08/02/2018,Crown Castle NG,Proposed,UTILITY,Staten_Island,943656,136330,40.54077690000,-74.14605160000,B,Sweetwater Ave,Wiman Ave,Nelson Ave,,,,,,10308,503,51
19628,08/02/2018,Crown Castle NG,Installed,UTILITY,Staten_Island,943355,143811,40.56130940000,-74.14717970000,B,Corbin Ave,Ironwood St,Jumel St,,,,,,10308,503,51
19627,08/02/2018,Crown Castle NG,Installed,UTILITY,Staten_Island,939793,143499,40.56043590000,-74.15999720000,B,Gurley Ave,Brookfield Ave,Abingdon Ave,,,,,,10308,503,51
19616,08/02/2018,Crown Castle NG,Approved,UTILITY,Staten_Island,943142,142199,40.55688380000,-74.14793650000,B,Gibson Ave,Exeter St.,Greaves Ave.,,,,,,10308,503,51
19613,08/02/2018,Crown Castle NG,Approved,UTILITY,Staten_Island,945171,140336,40.55177940000,-74.14062400000,B,Keegans Ln,O'Gorman Ave,Trent St,,,,,,10308,503,51
19612,08/02/2018,Crown Castle NG,Proposed,UTILITY,Staten_Island,945370,138455,40.54661730000,-74.13989710000,B,Waterside Pkwy???,Hylan Blvd,Dead End,,,,,,10308,503,51
19594,08/02/2018,Crown Castle NG,Approved,UTILITY,Staten_Island,943341,137800,40.54481040000,-74.14719380000,B,Nash Ct,Cleveland Ave,Nelson Ave,,,,,,10308,503,51
19353,06/04/2018,Mobilitie I,Approved,UTILITY,Staten_Island,945134,140479,40.55217180000,-74.14075790000,B,Gorman Ave,Keegans Ln,Cranford St,,,,,,10308,503,51
15281,11/22/2017,Mobilitie I,Installed,CITY,Staten_Island,945129,139256,40.54881490000,-74.14076880000,B,Maybury Avenue,Fieldway Avenue,Great Kills Road,,,,,,10308,503,51
14633,04/03/2017,Crown Castle NG,Installed,UTILITY,Staten_Island,943295,143500,40.56045550000,-74.14739380000,B,Kennington St,Corbin Ave,Greaves Ave,,,,,,10308,503,51
14466,12/30/2016,Mobilitie I,Proposed,UTILITY,Staten_Island,945891,140376,40.55189240000,-74.13803330000,B,Durant Ave,Ainsworth Ave,Cranford St,,,,,,10308,503,51
14461,12/29/2016,Mobilitie I,Installed,UTILITY,Staten_Island,944061,138475,40.54666640000,-74.14460720000,B,Durant Ave,Hillside Terrace,Cleveland Ave,,,,,,10308,503,51
11341,01/12/2016,Crown Castle NG,Installed,UTILITY,Staten_Island,940579,144120,40.56214430000,-74.15717250000,B,Elverton Ave,Arthur Kill Rd,Gurley Ave,,,,,,10308,503,51
11339,01/12/2016,Crown Castle NG,Installed,UTILITY,Staten_Island,945523,138993,40.54809470000,-74.13934960000,B,Hylan Blvd,Fieldway Ave,Keegans Ln,,,,,,10308,503,51
8593,10/21/2011,Crown Castle NG,Installed,UTILITY,Staten_Island,940091,143493,40.56042090000,-74.15892470000,B,Gurley Ave,Colon Ave,Brookfield Ave,,,,,,10308,503,51
8453,09/06/2011,Crown Castle NG,Installed,UTILITY,Staten_Island,943388,143571,40.56065080000,-74.14705950000,B,Kennington St,Corbin Ave,Greaves Ave,,,,,,10308,503,51
8437,07/07/2011,Crown Castle NG,Installed,UTILITY,Staten_Island,941721,142328,40.55723120000,-74.15305110000,B,Giffords Ln,Leverett Ave,Howton Ave,,,,,,10308,503,51
8315,01/28/2011,Crown Castle NG,Installed,CITY,Staten_Island,940734,142062,40.55649630000,-74.15660140000,B,Leverett Ave,Colon Ave,Doane Ave,,,,,,10308,503,51
5954,09/18/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,939821,140780,40.55297290000,-74.15987860000,B,E Augusta Ave,Armstrong Ave,Abingdon Ave,,,,,,10308,503,51
5600,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,945296,138535,40.54683660000,-74.14016380000,B,Waterside Pkwy,Hylan Blvd,dead end,,,,,,10308,503,51
5597,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,943516,137894,40.54506920000,-74.14656470000,B,Nash Ct,Cleveland Ave,Nelson Ave,,,,,,10308,503,51
5586,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,940734,143659,40.56087980000,-74.15661160000,B,Elverton Ave,Gurley Av,Eric Ln,,,,,,10308,503,51
5582,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,944003,140104,40.55113740000,-74.14482560000,B,Great Kills Rd,Amboy Rd,Dent Rd,,,,,,10308,503,51
5576,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,945324,140261,40.55157420000,-74.14007300000,B,Keegans Ln,Trent  St,Durant Ave,,,,,,10308,503,51
5561,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,940046,138332,40.54625480000,-74.15905290000,B,Amboy Rd,Armstrong Ave,Old Amboy Rd,,,,South Shore BID,,10308,503,51
5553,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,942056,139881,40.55051630000,-74.15183030000,B,Giffords Glen,Nolan Ave,Nelson Ave,,,,South Shore BID,,10308,503,51
5515,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,942279,145099,40.56483970000,-74.15106020000,B,Elkhart St,Corbin Ave,Greaves Ave,,,,,,10308,503,51
5505,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,942637,135763,40.53921590000,-74.14971430000,B,Russell St,William Ave,Osborne Ave,,,,,,10308,503,51
5500,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,943719,136420,40.54102430000,-74.14582540000,B,Sweetwater Ave,Wiman Ave,Nelson Ave,,,,,,10308,503,51
5491,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,943003,142543,40.55782740000,-74.14843880000,B,Exeter St,Howton  Ave,Nahant St,,,,,,10308,503,51
5473,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,942336,137539,40.54408930000,-74.15080820000,B,Hilltop Pl,Eleonor Ln,Lindenwood Rd,,,,,,10308,503,51
5461,06/10/2008,Crown Castle NG,Installed,UTILITY,Staten_Island,941083,138214,40.54593600000,-74.15532090000,B,Ramblewood Ave,Oakdale St,dead end,,,,,,10308,503,51
5042,05/09/2008,Crown Castle NG,Installed,CITY,Staten_Island,944915,142434,40.55753690000,-74.14155740000,B,Evergreen St,Redwood Ave,Redwood Ave,,,,,,10308,503,51
23716,03/31/2020,Crown Castle Fiber,Proposed,UTILITY,Staten_Island,925733,132267,40.52952470000,-74.21050070000,B,Drumgoole Rd E,Maguire Ave,Minturn Ave,,,,,,10309,503,51
23659,02/28/2020,Crown Castle Fiber,Proposed,UTILITY,Staten_Island,927283,134510,40.53569130000,-74.20494380000,B,Lamont Ave,Foster Rd,Lenavar Ave,,,,,,10309,503,51
