Id,X Coord.,Y Coord.,Latitude,Longitude,Zone,Franchisee,On street,Cross street 1,Cross street 2,Borough,Pole type,BID Advisory,Historic Advisory,NYSDOT Advisory,Park Advisory,Port Auth Advisory,School Advisory,Submission date,Equipment Installed? (Yes/No)
9958,1037444,220704,40.772298,-73.80795,B,Crown Castle NG East LLC,28th Ave,156th St,157th St,Queens,Utility Pole,,,,,,,Jun-04-2014,Yes
9959,1033996,222857,40.778227,-73.820383,B,Crown Castle NG East LLC,23rd Ave,Ryan Ct,147th St,Queens,Utility Pole,,,,,,,Jun-04-2014,Yes
9973,965395,158965,40.602978,-74.067901,B,Crown Castle NG East LLC,Narrows Rd South,Fingerboard Rd,Hastings St,Staten Island,Utility Pole,,,,,,,Jun-27-2014,Yes
10033,982114,195834,40.704196,-74.007704,A,Crown Castle Solutions Corp.,Front St,Gouverneur Ln,Old Slip,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10034,982293,196058,40.70481,-74.007058,A,Crown Castle Solutions Corp.,Wall St,Front St,Water St,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10035,982445,197282,40.70817,-74.00651,A,Crown Castle Solutions Corp.,John St,Gold St,Cliff St,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10037,981646,199135,40.713256,-74.009393,A,Crown Castle Solutions Corp.,Church St,Park Pl,Barclay St,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10039,983875,206843,40.734413,-74.001353,A,Crown Castle Solutions Corp.,Waverly Pl,W 10 st,Stonewall Pl,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10040,983498,206536,40.73357,-74.002713,A,Crown Castle Solutions Corp.,7th Ave,W 4th st,Stonewall Pl,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10041,982689,207954,40.737462,-74.005633,A,Crown Castle Solutions Corp.,Hudson St,W 12 st,Bethune St,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10042,983189,208449,40.738821,-74.003829,A,Crown Castle Solutions Corp.,W 4th St,Horatio St,W 13 st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10043,982432,208401,40.738689,-74.00656,A,Crown Castle Solutions Corp.,Greenwich St,Horatio St,Jane St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10044,984173,207160,40.735283,-74.000278,A,Crown Castle Solutions Corp.,Greenwich Ave,Charles St,W 10 St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10045,983966,207603,40.736499,-74.001025,A,Crown Castle Solutions Corp.,Greenwich Ave,7th Ave,Perry St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10046,982771,208630,40.739318,-74.005337,A,Crown Castle Solutions Corp.,Hudson St,Gansevoort St,Horatio St,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10047,987419,217710,40.764239,-73.98856,A,Crown Castle Solutions Corp.,9th Ave,51st St,52nd St,Manhattan,Traffic Light Pole,,,,,,,Aug-27-2014,Yes
10048,987987,218586,40.766644,-73.986509,A,Crown Castle Solutions Corp.,9th Ave,55th St,56th St,Manhattan,Traffic Light Pole,,,,,,,Aug-27-2014,Yes
10049,990915,217515,40.763702,-73.97594,A,Crown Castle Solutions Corp.,57th st,6th ave,5th ave,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10050,982212,197475,40.7087,-74.007351,A,Crown Castle Solutions Corp.,John St,William St,Dutch St,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10051,982112,198065,40.710319,-74.007712,A,Crown Castle Solutions Corp.,Nassau St,Fulton St,Ann St,Manhattan,Streetlight Pole,,,,,,,Aug-27-2014,Yes
10052,983350,207038,40.734948,-74.003248,A,Crown Castle Solutions Corp.,W 4 st,Charles St,Perry St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10053,983783,207365,40.735846,-74.001685,A,Crown Castle Solutions Corp.,7 Ave,Perry St,W 11 St,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10055,982984,206723,40.734083,-74.004568,A,Crown Castle Solutions Corp.,Bleeker St,W 10 St,Charles St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,Yes
10057,983182,208010,40.737616,-74.003854,A,Crown Castle Solutions Corp.,W 4th St,W 12 st,Jane St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Greenwich Village Historic District,,,,,Aug-27-2014,No
10059,987670,218164,40.765485,-73.987654,A,Crown Castle Solutions Corp.,9th Ave,53rd St,54th St,Manhattan,Traffic Light Pole,,,,,,,Aug-27-2014,Yes
10060,988214,218997,40.767772,-73.985689,A,Crown Castle Solutions Corp.,9th Ave,57th St,56th St,Manhattan,Mixed Traffic And Street Pole,,,,,,,Aug-27-2014,Yes
10073,999053,240424,40.826571,-73.946512,B,Crown Castle NG East LLC,Amsterdam Ave,W 147th st,W 148th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10074,993917,233188,40.806718,-73.965081,B,Crown Castle NG East LLC,Broadway,W 114th st,W 113rd st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10075,994811,232766,40.805558,-73.961852,B,Crown Castle NG East LLC,Amsterdam Ave,W 114th st,W 115th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10076,995015,233267,40.806933,-73.961114,B,Crown Castle NG East LLC,Amsterdam Ave,W 116th st,W 118th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10077,995338,233717,40.808168,-73.959947,B,Crown Castle NG East LLC,Amsterdam Ave,W 118th st,W 119th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10078,995494,234134,40.809312,-73.959382,B,Crown Castle NG East LLC,Amsterdam Ave,W 120th st,W 119th st,Manhattan,Traffic Light Pole,,,,,,This pole is located within 20 feet of the following school: COLUMBIA UNIVERSITY - KENT,Sep-11-2014,Yes
10079,995049,234386,40.810005,-73.96099,B,Crown Castle NG East LLC,W 120th st,Broadway,Amsterdam Ave,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10080,994565,234138,40.809324,-73.962738,B,Crown Castle NG East LLC,Broadway,W 120th st,W 116th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10082,998090,229150,40.795629,-73.950015,C,Crown Castle NG East LLC,5th Ave,E 108th st,E 109th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-26-2014,Yes
10083,997776,228694,40.794378,-73.95115,B,Crown Castle NG East LLC,5th Ave,E 106th st,E 107th st,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Central Park,,,,,Sep-11-2014,Yes
10084,997559,228199,40.79302,-73.951935,C,Crown Castle NG East LLC,5th Ave,E 104th st,E 105th st,Manhattan,Streetlight Pole,,,,,,,Sep-26-2014,Yes
10085,997305,227739,40.791757,-73.952853,C,Crown Castle NG East LLC,5th Ave,E 102nd st,E 103rd st,Manhattan,Streetlight Pole,,,,,,,Sep-26-2014,Yes
10091,998777,239892,40.825112,-73.947511,B,Crown Castle NG East LLC,W 145th st,Amsterdam Ave,Convent Ave,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Hamilton Heights Historic District Extension,,,,,Sep-11-2014,Yes
10092,998446,239460,40.823927,-73.948707,B,Crown Castle NG East LLC,Amsterdam Ave,W 143rd st,W 142nd st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10093,999759,239971,40.825327,-73.943962,B,Crown Castle NG East LLC,St Nicholas Ave,W 147th st,W 146th st,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Hamilton Heights/Sugar Hill Historic District,,,,,Sep-11-2014,Yes
10095,999221,240861,40.827771,-73.945904,B,Crown Castle NG East LLC,Amsterdam Ave,W 149th st,W 148th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10096,999972,240456,40.826658,-73.943191,B,Crown Castle NG East LLC,St Nicholas Ave,W 149th st,W 148th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10097,999743,240873,40.827803,-73.944018,B,Crown Castle NG East LLC,Convent Ave,W 150th st,W 149th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,No
10098,999559,241333,40.829065,-73.944682,B,Crown Castle NG East LLC,Amsterdam Ave,W 151st st,W 152nd st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10099,1000220,241263,40.828872,-73.942293,B,Crown Castle NG East LLC,St Nicholas Ave,W 152nd st,W 153rd st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Hamilton Heights/Sugar Hill Northwest Historic District,,,,,Sep-11-2014,Yes
10100,999809,241786,40.830308,-73.943777,B,Crown Castle NG East LLC,Amsterdam Ave,W 153rd st,W 154th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10101,1000370,241763,40.830244,-73.94175,B,Crown Castle NG East LLC,St Nicholas Ave,W154th st,W 155th st,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Hamilton Heights/Sugar Hill Northwest Historic District,,,,,Sep-11-2014,Yes
10102,1000053,242202,40.83145,-73.942895,B,Crown Castle NG East LLC,W 155th st,Amsterdam Ave,St Nicholas Ave,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10103,999357,243505,40.835027,-73.945407,B,Crown Castle NG East LLC,Edward M Morgan Pl,W 158th st,W 157th St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Audubon Park Historic District,,,,,Sep-11-2014,Yes
10104,998969,243990,40.836359,-73.946808,B,Crown Castle NG East LLC,Riverside Dr,W 158th st,Riverside Dr West,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10105,999100,244902,40.838862,-73.946332,B,Crown Castle NG East LLC,Riverside Dr,Riverside Dr West,W 165th st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10106,999208,245311,40.839985,-73.945941,B,Crown Castle NG East LLC,Riverside Dr,W 165th st,Riverside Dr West,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10107,999587,245632,40.840865,-73.944571,B,Crown Castle NG East LLC,Riverside Dr,W 165th st,W 163rd st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10108,999780,246116,40.842193,-73.943872,B,Crown Castle NG East LLC,Riverside Dr,Trans Manhattan Exp,W 165th st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10111,998792,244599,40.838031,-73.947446,B,Crown Castle NG East LLC,Riverside Dr West,Riverside Dr,W 155th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10112,992550,230675,40.799822,-73.970022,B,Crown Castle NG East LLC,West End Ave,W 103rd st,W 104th st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10113,992992,230663,40.799788,-73.968425,B,Crown Castle NG East LLC,Broadway,W 104th st,W 103rd st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10114,992297,231109,40.801013,-73.970935,B,Crown Castle NG East LLC,Riverside Drive,W 104th st,W 105th st,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10115,993077,231235,40.801358,-73.968117,B,Crown Castle NG East LLC,Duke Ellington Blvd/W106th St,Broadway,West End Ave,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10116,992541,231597,40.802352,-73.970053,B,Crown Castle NG East LLC,Riverside Drive,W 106th st,W 107th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,This pole is located within the following park: Riverside Park,,,Sep-11-2014,Yes
10117,993063,231635,40.802456,-73.968167,B,Crown Castle NG East LLC,Broadway,W 107th st,W 108th st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10118,992821,232069,40.803648,-73.969041,B,Crown Castle NG East LLC,Riverside Drive,W 108th st,W109th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10119,993284,232045,40.803581,-73.967369,B,Crown Castle NG East LLC,Broadway,W 109th st,W 108th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10120,993093,232431,40.804641,-73.968058,B,Crown Castle NG East LLC,Riverside Drive,W 110th st,W 109th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10121,993538,232504,40.804841,-73.966451,B,Crown Castle NG East LLC,Broadway,W 111th st,W 110th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10122,993282,232946,40.806054,-73.967375,B,Crown Castle NG East LLC,Riverside Drive,W 112th st,W 111th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10123,993793,232961,40.806095,-73.965529,B,Crown Castle NG East LLC,Broadway,W 113th st,W 112th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10124,993427,233528,40.807651,-73.96685,B,Crown Castle NG East LLC,Riverside Drive,W 114th st,W 115th st,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10125,993728,233611,40.807879,-73.965763,B,Crown Castle NG East LLC,W 115th st,Riverside Drive,Broadway,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10126,993673,233978,40.808886,-73.965961,B,Crown Castle NG East LLC,Riverside Drive,W 116th st,W 117th st,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,This pole is located within the following park: Riverside Park,,,Sep-11-2014,Yes
10128,994112,234625,40.810662,-73.964374,B,Crown Castle NG East LLC,Riverside Drive,W 119th st,W 116th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10130,992261,229272,40.795971,-73.971067,B,Crown Castle NG East LLC,Broadway,W 98th st,W 97th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10131,992068,229677,40.797083,-73.971764,B,Crown Castle NG East LLC,West End Ave,W 99th st,W 98th st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10132,991677,230201,40.798521,-73.973175,B,Crown Castle NG East LLC,Riverside Dr,W 100th st,W 99th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10133,992514,229730,40.797228,-73.970153,B,Crown Castle NG East LLC,Broadway,W 100th st,W 99th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10135,992769,230189,40.798487,-73.969231,B,Crown Castle NG East LLC,Broadway,W 102nd st,W 101st st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10136,992017,230608,40.799638,-73.971947,B,Crown Castle NG East LLC,Riverside Dr,W 102nd st,W 101st st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-11-2014,Yes
10137,994725,234647,40.810721,-73.96216,B,Crown Castle NG East LLC,Broadway,W 120th st,Tiemann Pl,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-11-2014,Yes
10138,994720,235245,40.812363,-73.962177,B,Crown Castle NG East LLC,W 122nd st,Claremont Ave,Riverside Dr,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10139,995195,236555,40.815958,-73.960459,B,Crown Castle NG East LLC,Tiemann Pl,Riverside Dr,Claremont Ave,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10140,995126,235955,40.814311,-73.960709,B,Crown Castle NG East LLC,Claremont Ave,La salle st,Tiemann Pl,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10141,995105,235332,40.812601,-73.960786,B,Crown Castle NG East LLC,Broadway,W 122nd st,La Salle st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10142,995589,235970,40.814352,-73.959036,B,Crown Castle NG East LLC,Broadway,La Salle st,Tiemann Pl,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10143,995827,235572,40.813259,-73.958177,B,Crown Castle NG East LLC,La Salle st,Broadway,Amsterdam Ave,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10144,992775,231084,40.800944,-73.969208,B,Crown Castle NG East LLC,West End Ave,W 105th st,W 104th st,Manhattan,Traffic Light Pole,,,,,,,Sep-11-2014,Yes
10145,991816,229224,40.79584,-73.972674,B,Crown Castle NG East LLC,West End Ave,W 97th st,W 96th st,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10146,998547,243235,40.834288,-73.948334,B,Crown Castle NG East LLC,Riverside Drive,W 155th St,Riverside Drive W,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Audubon Park Historic District,,,,,Sep-11-2014,Yes
10147,998584,243942,40.836228,-73.948199,B,Crown Castle NG East LLC,W 158th St,Riverside Dr,Henry Hudson Pkwy,Manhattan,Streetlight Pole,,,,,,,Sep-11-2014,Yes
10154,991514,228811,40.794706,-73.973765,A,Crown Castle NG East LLC,West End Ave,W 95th st,W 96th st,Manhattan,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Sep-26-2014,Yes
10155,991165,229248,40.795906,-73.975025,A,Crown Castle NG East LLC,Riverside Dr,W 96th st,W 97th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Riverside Park and Riverside Drive,,,,,Sep-26-2014,No
10156,983862,201534,40.719841,-74.0014,A,"Extenet Systems, INC. II",BROADWAY,HOWARD ST.,CANAL ST.,Manhattan,Streetlight Pole,,This pole is located within the following historic area: SoHo-Cast Iron Historic District Extension,,,,,Oct-10-2014,Yes
10157,984147,201021,40.718433,-74.000372,A,"Extenet Systems, INC. II",CANAL ST.,LAFAYETTE ST.,CENTRE ST.,Manhattan,Streetlight Pole,,,,,,,Oct-10-2014,Yes
10158,983566,201573,40.719948,-74.002468,A,"Extenet Systems, INC. II",CANAL ST.,MERCER ST.,BROADWAY,Manhattan,Streetlight Pole,,This pole is located within the following historic area: SoHo-Cast Iron Historic District,,,,,Oct-10-2014,Yes
10159,983003,202101,40.721397,-74.004499,A,"Extenet Systems, INC. II",CANAL ST.,W. BROADWAY,WOOSTER ST.,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: SoHo-Cast Iron Historic District,,,,,Oct-10-2014,Yes
10160,982460,202610,40.722794,-74.006458,A,"Extenet Systems, INC. II",CANAL ST.,VARICK ST.,HUDSON ST.,Manhattan,Traffic Light Pole,,,,,,This pole is located within 20 feet of the following school: METROPOLITAN COLLEGE,Oct-10-2014,Yes
10161,984492,201204,40.718935,-73.999127,A,"Extenet Systems, INC. II",CENTRE ST.,HOWARD ST.,GRAND ST.,Manhattan,Streetlight Pole,,,,,,,Oct-10-2014,Yes
10166,982557,203232,40.724501,-74.006108,A,"Extenet Systems, INC. II",VARICK ST.,BROOME ST.,DOMINICK ST.,Manhattan,Mixed Traffic And Street Pole,,,,,,,Oct-10-2014,Yes
10167,983397,202306,40.72196,-74.003077,A,"Extenet Systems, INC. II",WOOSTER ST.,GRAND ST.,CANAL ST.,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: SoHo-Cast Iron Historic District,,,,,Oct-10-2014,Yes
10168,998106,220603,40.77217,-73.949975,A,Crown Castle NG East LLC,York Ave,E 80th st,E 81st st,Manhattan,Streetlight Pole,,,,,,,Sep-26-2014,Yes
10171,983752,197131,40.707756,-74.001796,A,Crown Castle NG East LLC,Front St,Peck Slip,Beekman St,Manhattan,Streetlight Pole,,This pole is located within the following historic area: South Street Seaport Historic District,,,,,Sep-26-2014,Yes
10174,982567,195926,40.704448,-74.00607,A,Crown Castle NG East LLC,South St,Wall St,Pine St,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-26-2014,Yes
10175,982944,196251,40.70534,-74.00471,A,Crown Castle NG East LLC,South St,Maiden Ln,Fletcher St,Manhattan,Streetlight Pole,,,,,,,Sep-26-2014,Yes
10179,989795,220004,40.770535,-73.979981,A,Crown Castle NG East LLC,Central Park West,63rd Street,64th Street,Manhattan,Traffic Light Pole,,,,,,,Sep-26-2014,Yes
10180,989251,219955,40.770401,-73.981945,A,Crown Castle NG East LLC,Broadway,62nd St,61st,Manhattan,Streetlight Pole,,,,,,,Sep-26-2014,Yes
10181,989240,220559,40.772058,-73.981984,A,Crown Castle NG East LLC,Broadway,64th St,63rd St,Manhattan,Streetlight Pole,,,,,,,Sep-26-2014,Yes
10182,990028,220419,40.771674,-73.979139,A,Crown Castle NG East LLC,Central Park West,65th St,64th Street,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Central Park,,,,,Sep-26-2014,Yes
10184,993490,220971,40.773186,-73.96664,A,Crown Castle NG East LLC,5th ave,E 73rd Street,E 72nd Street,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Central Park,,,,,Sep-26-2014,Yes
10185,994079,220984,40.773221,-73.964513,A,Crown Castle NG East LLC,Madison ave,74th st,75th st,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Upper East Side Historic District,,,,,Sep-26-2014,No
10186,993782,221379,40.774305,-73.965585,A,Crown Castle NG East LLC,5th ave,75th st,74th st,Manhattan,Streetlight Pole,,This pole is located within the following historic area: Upper East Side Historic District,,,,,Sep-26-2014,Yes
10187,994359,221362,40.774258,-73.963502,A,Crown Castle NG East LLC,Madison ave,76th st,75th st,Manhattan,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Upper East Side Historic District,,,,,Sep-26-2014,No
10188,990690,218031,40.765119,-73.976752,A,Crown Castle NG East LLC,6th Ave,58th St,59th St,Manhattan,Traffic Light Pole,,,,,,,Sep-26-2014,Yes
10189,990916,214279,40.75482,-73.97594,A,Crown Castle NG East LLC,Park ave,E 46th st,E 47th st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-26-2014,No
10192,991649,215599,40.758443,-73.973292,A,Crown Castle NG East LLC,Park ave,E 52nd st,E 51st st,Manhattan,Mixed Traffic And Street Pole,,,,,,,Sep-26-2014,No
